v1,v2,v3_cleaned,key_column
ham,Yes princess! I want to make you happy...,yes princess i want to make you happy,yes princess want make happy
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,sounds like you have many talents would you like to go on a dinner date next week,sounds like many talents would like go dinner date next week
ham,I am going to film 2day da. At 6pm. Sorry da.,i am going to film 2day da at 6pm sorry da,going film 2day da 6pm sorry da
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,we not watching movie already xy wants 2 shop so i m shopping w her now,watching movie already xy wants 2 shop shopping w
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,hello my little party animal i just thought i d buzz you as you were with your friends grins reminding you were loved and send a naughty adoring kiss,hello little party animal thought buzz friends grins reminding loved send naughty adoring kiss
ham,Yesterday its with me only . Now am going home.,yesterday its with me only now am going home,yesterday going home
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight pobox36504w45wq 150p,eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight pobox36504w45wq 150p
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for,come life brought sun shiny warming heart putting constant smile face making feel loved cared
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",no shit but i wasn t that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn t let him fuck me,shit surprised went spent evening french guy met town fooled around bit let fuck
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",0a networks allow companies to bill for sms so they are responsible for their suppliers,0a networks allow companies bill sms responsible suppliers
ham,Great comedy..cant stop laughing da:),great comedy cant stop laughing da,great comedy cant stop laughing da
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,freemsg feelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my pic txt or reply date to 82242 msg150p 2rcv hlp stop to 82242,freemsg feelin kinda lnly hope u like 2 keep company jst got cam moby wanna c pic txt reply date 82242 msg150p 2rcv hlp stop 82242
ham,"Alright, we're all set here, text the man",alright we re all set here text the man,alright set text man
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",hi where are you we re at and they re not keen to go out i kind of am but feel i shouldn t so can we go out tomo don t mind do you,hi keen go kind feel go tomo mind
ham,Sleeping nt feeling well,sleeping nt feeling well,sleeping nt feeling well
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,u will switch your fone on dammit,u switch fone dammit
ham,India have to take lead:),india have to take lead,india take lead
ham,I.ll post her out l8r. In class,i ll post her out l8r in class,post l8r class
ham,Thts wat Wright Brother did to fly..,thts wat wright brother did to fly,thts wat wright brother fly
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry ‰Û_ Head * ok but throat * wrecked. See you at six then!",evening v good if somewhat event laden will fill you in don t you worry head ok but throat wrecked see you at six then,evening v good somewhat event laden fill worry head ok throat wrecked see six
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friends goodevening dear,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear
ham,ITS A LAPTOP TAKE IT WITH YOU.,its a laptop take it with you,laptop take
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,i dont have any of your file in my bag i was in work when you called me i ll tell you if i find anything in my room,dont file bag work called tell find anything room
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,i wan but too early lei me outside now wun b home so early neva mind then,wan early lei outside wun b home early neva mind
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",for ur chance to win a 250 cash every wk txt action to 80608 t s c s custcare 1x150p wk,ur chance win 250 cash every wk txt action 80608 c custcare 1x150p wk
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,i was at bugis juz now wat but now i m walking home oredi so late then reply i oso saw a top dat i like but din buy where r now,bugis juz wat walking home oredi late reply oso saw top dat like din buy r
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",wishing you and your family merry x mas and happy new year in advance,wishing family merry x mas happy new year advance
ham,At 7 we will go ok na.,at 7 we will go ok na,7 go ok na
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),yes i posted a couple of pics on fb there s still snow outside too i m just waking up,yes posted couple pics fb still snow outside waking
ham,S:-)if we have one good partnership going we will take lead:),s if we have one good partnership going we will take lead,one good partnership going take lead
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,rgent this is the 2nd attempt to contact u u have won 1250 call b4 050703 t csbcm4235wc1n3xx callcost 150ppm mobilesvary max 7 50,rgent 2nd attempt contact u u 1250 call b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary max 7 50
ham,"Yeah, where's your class at?",yeah where s your class at,yeah class
ham,No just send to you. Bec you in temple na.,no just send to you bec you in temple na,send bec temple na
ham,"You aren't coming home between class, right? I need to work out and shower!",you aren t coming home between class right i need to work out and shower,coming home class right need work shower
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time janinexx calls 1 minmobsmorelkpobox177hp51fl,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time janinexx calls 1 minmobsmorelkpobox177hp51fl
ham,S but mostly not like that.,s but mostly not like that,mostly like
ham,ÌÏ v ma fan...,v ma fan,v fan
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,dunno cos i was v late n when i reach they inside already but we ate spageddies lor it s e gals who r laughing at me lor,dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor
ham,Guess who spent all last night phasing in and out of the fourth dimension,guess who spent all last night phasing in and out of the fourth dimension,guess spent last night phasing fourth dimension
